"treatment","site","moist_grav","tstage","hour","time_accum","moist_vol","temp","C_R_r","C_R_sd","C_R_cv","C_R_se","C13","C13sd","C_R_gm","C_R_sdnorm","C_R_sd001","C_R_sd005","C_R_sd01","one"
13,"maize",0.01,4,2088,71,0.018,35,6.55023118480595e-06,6.28269879644449e-07,0.0959156802132109,3.62731784136456e-07,-23.88,0.381968585095686,2.93244470175344e-06,0.00316428715975058,0.0131642871597506,0.0531642871597506,0.103164287159751,1
13,"maize",0.01,5,3943,1773,0.018,5,9.69165335220869e-08,1.60785766609606e-08,0.165901276868269,9.28297056339165e-09,NA,NA,2.93244470175344e-06,8.09799026242281e-05,0.0100809799026242,0.0500809799026242,0.100080979902624,1
13,"maize",0.01,6,4715,652,0.018,35,3.32188844879146e-06,2.33019881733845e-07,0.0701468111665882,1.3453409144557e-07,-26.58,0.00999999999999979,2.93244470175344e-06,0.00117360682666226,0.0111736068266623,0.0511736068266623,0.101173606826662,1
14,"maize",0.03,1,840,840,0.054,5,1.36005439983023e-06,4.00501291068076e-07,0.294474464490589,4.00501291068076e-07,-26.18,NA,9.92472177025977e-06,0.00201712852048141,0.0120171285204814,0.0520171285204814,0.102017128520481,1
14,"maize",0.03,2,1176,72,0.054,20,1.11619477592905e-05,3.65152859518396e-06,0.327140806777623,3.65152859518396e-06,-24.72,NA,9.92472177025977e-06,0.018390958124145,0.028390958124145,0.068390958124145,0.118390958124145,1
14,"maize",0.03,3,1485,309,0.054,20,6.43821792501162e-06,2.10620380619846e-06,0.327140806777623,2.10620380619846e-06,NA,NA,9.92472177025977e-06,0.0106079152856145,0.0206079152856146,0.0606079152856146,0.110607915285615,1
14,"maize",0.03,4,1556,71,0.054,20,8.718083881902e-06,2.85204099468041e-06,0.327140806777623,2.85204099468041e-06,NA,NA,9.92472177025977e-06,0.0143643313024281,0.0243643313024281,0.0643643313024281,0.114364331302428,1
14,"maize",0.03,5,1671,43,0.054,35,3.63132514874171e-05,1.1315718986046e-05,0.311614039573599,1.1315718986046e-05,NA,NA,9.92472177025977e-06,0.0569917251343559,0.0669917251343559,0.106991725134356,0.156991725134356,1
14,"maize",0.03,6,3498,1698,0.054,5,9.42905901065593e-07,2.77661710281306e-07,0.294474464490589,2.77661710281306e-07,NA,NA,9.92472177025977e-06,0.00139844581614312,0.0113984458161431,0.0513984458161431,0.101398445816143,1
14,"maize",0.03,7,4369,889,0.054,20,4.53859103730142e-06,1.48475833357647e-06,0.327140806777623,1.48475833357647e-06,-24.97,NA,9.92472177025977e-06,0.00747799931603838,0.0174779993160384,0.0574779993160384,0.107477999316038,1
15,"maize",0.065,1,972,720,0.117,5,7.04830124356463e-06,5.56615940344009e-07,0.0789716445295553,3.93586905933775e-07,-21.645,0.0353553390593279,0.000116510979565214,0.0028034014203256,0.0128034014203256,0.0528034014203256,0.102803401420326,1
15,"maize",0.065,2,1308,72,0.117,20,7.32071645036823e-05,2.10513399460442e-05,0.287558466288984,1.48855452289111e-05,-25.28,1.56977705423413,0.000116510979565214,0.106025271694562,0.116025271694562,0.156025271694562,0.206025271694562,1
15,"maize",0.065,3,1617,309,0.117,20,8.46633900695911e-05,2.76968497318946e-05,0.327140806777623,1.95846302629275e-05,NA,NA,0.000116510979565214,0.139495444253627,0.149495444253627,0.189495444253627,0.239495444253627,1
15,"maize",0.065,5,1803,43,0.117,35,0.000370670624583426,0.000115506170677711,0.311614039573599,8.16751965550999e-05,-23.935,1.03944696834423,0.000116510979565214,0.581747915329443,0.591747915329443,0.631747915329443,0.681747915329443,1
15,"maize",0.065,6,3630,1698,0.117,5,9.94290627302905e-06,2.92793200023034e-06,0.294474464490589,2.07036057221597e-06,-23.265,0.68589357775095,0.000116510979565214,0.014746557065882,0.024746557065882,0.064746557065882,0.114746557065882,1
15,"maize",0.065,7,4501,889,0.117,20,0.000153533490717988,9.86281039332036e-06,0.0642388207758297,6.97406011067398e-06,-26.955,0.289913780286485,0.000116510979565214,0.0496741373377629,0.0596741373377629,0.0996741373377629,0.149674137337763,1
16,"maize",0.07,1,367,120,0.126,5,8.07445748685534e-06,3.3390701160978e-07,0.0413534918170487,1.9278130303721e-07,-21.0066666666667,1.01105555402922,0.000145723259779066,0.00168172580545394,0.0116817258054539,0.0516817258054539,0.101681725805454,1
16,"maize",0.07,2,871,504,0.126,5,8.15897864285619e-06,5.17256286193663e-07,0.0633971859512784,2.98638056073938e-07,-20.2566666666667,0.894725283723074,0.000145723259779066,0.00260516615189184,0.0126051661518918,0.0526051661518918,0.102605166151892,1
16,"maize",0.07,3,1423,72,0.126,20,0.000104702961627956,2.57097456762006e-05,0.245549364377636,1.48435285869513e-05,-24.46,0.96948439904931,0.000145723259779066,0.129487375981949,0.139487375981949,0.179487375981949,0.229487375981949,1
16,"maize",0.07,4,1732,309,0.126,20,7.50946814185575e-05,2.20324695974757e-05,0.293395872800533,1.27204522530148e-05,-26.4733333333333,1.19274193911899,0.000145723259779066,0.110966740414711,0.120966740414711,0.160966740414711,0.210966740414711,1
16,"maize",0.07,6,1915,40,0.126,35,0.000393477232279089,7.78269612208584e-05,0.197792794185501,4.49334170110732e-05,-21.77,0.911098238391448,0.000145723259779066,0.391976222404512,0.401976222404512,0.441976222404512,0.491976222404512,1
16,"maize",0.07,7,3744,1697,0.126,5,1.06046270697243e-05,2.50137846010476e-06,0.235876136299605,1.44417152728662e-06,-19.8666666666667,0.177857620959389,0.000145723259779066,0.0125982161479164,0.0225982161479164,0.0625982161479164,0.112598216147916,1
16,"maize",0.07,8,4274,392,0.126,20,0.000116074069104339,2.85109583006993e-05,0.245627283687891,1.64608094497629e-05,-24.0966666666667,0.865235998634669,0.000145723259779066,0.14359570971975,0.15359570971975,0.19359570971975,0.24359570971975,1
16,"maize",0.07,9,4610,162,0.126,35,0.000449599070603152,5.40716851371578e-05,0.120266452207339,3.12183019694748e-05,-24.4266666666667,0.755799797124432,0.000145723259779066,0.272332550913332,0.282332550913332,0.322332550913332,0.372332550913332,1
17,"maize",0.09,1,344,120,0.162,5,1.09784743485783e-05,1.89366492949371e-06,0.17248889685104,1.09330795679815e-06,-18.53,1.83305755501566,0.000159460025975163,0.00953746123347182,0.0195374612334718,0.0595374612334718,0.109537461233472,1
17,"maize",0.09,2,848,504,0.162,5,8.99458744047268e-06,2.40322472670956e-06,0.267185653885118,1.38750244288893e-06,-18.7566666666667,0.804072965179986,0.000159460025975163,0.0121038639462164,0.0221038639462164,0.0621038639462164,0.112103863946216,1
17,"maize",0.09,3,1400,72,0.162,20,0.000144067548654381,5.84252736236763e-05,0.405540832542648,3.3731847454107e-05,-24.5866666666667,2.83944243353045,0.000159460025975163,0.294259440285339,0.304259440285339,0.344259440285339,0.394259440285339,1
17,"maize",0.09,4,1709,309,0.162,20,8.7714193079085e-05,4.47241949762436e-05,0.509885497503458,2.58215260088236e-05,-25.6433333333333,1.65291661415007,0.000159460025975163,0.225253828774345,0.235253828774345,0.275253828774345,0.325253828774345,1
17,"maize",0.09,5,1781,72,0.162,20,0.00012197361402466,7.98070631342696e-05,0.654297765729351,4.6076629383804e-05,-25.7233333333333,1.92417081708806,0.000159460025975163,0.401949024320705,0.411949024320705,0.451949024320705,0.501949024320705,1
17,"maize",0.09,6,1893,41,0.162,35,0.000429858561122411,0.0001985502098659,0.461896604658663,0.000114633017113734,-21.9066666666667,1.93272691638869,0.000159460025975163,1,1.01,1.05,1.1,1
17,"maize",0.09,7,3721,1697,0.162,5,7.42332637284307e-06,6.19854647399388e-07,0.0835009288648572,3.57873247534477e-07,-19.4933333333333,0.6204299584428,0.000159460025975163,0.0031219037633757,0.0131219037633757,0.0531219037633757,0.103121903763376,1
17,"maize",0.09,8,4251,391,0.162,20,0.000133950539313491,7.64459244954865e-05,0.570702625665256,4.4136075085919e-05,-24.64,1.06859721130087,0.000159460025975163,0.385020617944035,0.395020617944035,0.435020617944035,0.485020617944035,1
17,"maize",0.09,9,4587,162,0.162,35,0.000490179389420547,0.000130351226807082,0.265925556276802,7.52583158862668e-05,-24.6866666666667,0.780149558311309,0.000159460025975163,0.656515180191051,0.666515180191051,0.706515180191051,0.756515180191051,1
18,"maize",0.11,1,367,120,0.198,5,1.33506093636668e-05,5.94576452506081e-06,0.445355291515156,3.43278874908199e-06,-19.38,1.1563736420379,0.000202029524555841,0.0299458989697194,0.0399458989697194,0.0799458989697194,0.129945898969719,1
18,"maize",0.11,2,871,504,0.198,5,1.72883416958477e-05,3.91877629842389e-06,0.226671613007575,2.26250655078896e-06,-20.9966666666667,2.9579441058501,0.000202029524555841,0.0197369536958466,0.0297369536958466,0.0697369536958466,0.119736953695847,1
18,"maize",0.11,3,1423,72,0.198,20,0.000210891824383932,1.93319761852902e-05,0.091667736488903,1.11613216545448e-05,-25.7,0.303479818109871,0.000202029524555841,0.0973656799373166,0.107365679937317,0.147365679937317,0.197365679937317,1
18,"maize",0.11,4,1730,308,0.198,20,0.000118015078074214,1.73851684393637e-05,0.147313112214619,1.00373316783736e-05,-25.9566666666667,0.520800665642176,0.000202029524555841,0.0875605644088998,0.0975605644088998,0.1375605644089,0.1875605644089,1
18,"maize",0.11,5,1804,73,0.198,20,0.000148489076624877,3.29941398108848e-05,0.222199104209104,1.90491755014945e-05,-25.3033333333333,0.644541180479055,0.000202029524555841,0.166175295574701,0.176175295574701,0.216175295574701,0.266175295574701,1
18,"maize",0.11,6,1915,41,0.198,35,0.000588058512035996,0.000132413729134249,0.225171010068031,7.64491021600607e-05,-22.1566666666667,0.687919568941989,0.000202029524555841,0.666902992566366,0.676902992566366,0.716902992566366,0.766902992566366,1
18,"maize",0.11,7,3743,1696,0.198,5,1.43118236117597e-05,2.48701864868996e-06,0.173773707401371,1.43588088630077e-06,-20.9933333333333,0.318171861316072,0.000202029524555841,0.012525892822625,0.022525892822625,0.062525892822625,0.112525892822625,1
18,"maize",0.11,8,4273,391,0.198,20,0.00016385340926119,1.83203603292825e-05,0.11180945463319,1.05772649677622e-05,-24.2,0.796806124474454,0.000202029524555841,0.0922706671609969,0.102270667160997,0.142270667160997,0.192270667160997,1
18,"maize",0.11,9,4609,161,0.198,35,0.00054400704595109,2.05078122479979e-05,0.0376976960144772,1.18401909218719e-05,-24.58,0.493659801887899,0.000202029524555841,0.103287789329706,0.113287789329706,0.153287789329706,0.203287789329706,1
19,"maize",0.13,1,567,240,0.234,5,1.2584167410395e-05,1.39886346820124e-06,0.111160589539339,8.07634199925518e-07,-19.8933333333333,1.14997101412746,0.000230319708921521,0.00704538901845546,0.0170453890184555,0.0570453890184555,0.107045389018455,1
19,"maize",0.13,2,1383,72,0.234,20,0.000326685976574606,1.91779171158261e-05,0.0587044394035885,1.10723756093185e-05,-25.83,0.343947670438396,0.000230319708921521,0.0965897599845337,0.106589759984534,0.146589759984534,0.196589759984534,1
19,"maize",0.13,3,1690,307,0.234,20,0.000188917566217795,1.42376893994225e-05,0.0753645607683114,8.22013380739484e-06,-26.62,0.555697759577993,0.000230319708921521,0.0717082566119601,0.08170825661196,0.12170825661196,0.17170825661196,1
19,"maize",0.13,4,1764,75,0.234,20,0.000215118706318631,1.99321188235272e-05,0.0926563717522734,1.15078141682831e-05,-26.5133333333333,1.16233959466816,0.000230319708921521,0.10038830398109,0.11038830398109,0.15038830398109,0.20038830398109,1
19,"maize",0.13,5,1925,44,0.234,35,0.000324843073227516,1.10530368814577e-05,0.0340257736501472,6.38147381887245e-06,-22.77,0.789999999999999,0.000230319708921521,0.0556687242432172,0.0656687242432172,0.105668724243217,0.155668724243217,1
19,"maize",0.13,6,3702,1696,0.234,5,2.24290551116411e-05,1.47768745642393e-06,0.0658827333148325,8.5314325074449e-07,-22.0933333333333,0.320832251080424,0.000230319708921521,0.00744238677673499,0.017442386776735,0.057442386776735,0.107442386776735,1
19,"maize",0.13,7,4232,390,0.234,20,0.000205252802388791,1.86749383991753e-05,0.0909850593114004,1.07819807118635e-05,-24.3666666666667,0.434664621672081,0.000230319708921521,0.0940565029459714,0.104056502945971,0.144056502945971,0.194056502945971,1
19,"maize",0.13,8,4568,160,0.234,35,0.000546726324122791,7.45125442343585e-05,0.136288561473443,4.30198374717108e-05,-23.7266666666667,1.65364244422225,0.000230319708921521,0.375283130069135,0.385283130069135,0.425283130069135,0.475283130069135,1
20,"maize",0.15,1,567,240,0.27,5,1.28937301453991e-05,1.34510458911358e-06,0.104322377926729,7.76596496612924e-07,-19.4233333333333,1.09006116036364,0.000218351508452197,0.00677463191815337,0.0167746319181534,0.0567746319181534,0.106774631918153,1
20,"maize",0.15,2,1383,72,0.27,20,0.000312988562604805,3.62747549919818e-05,0.115898020969489,2.09432395594084e-05,-24.5966666666667,1.04160133128435,0.000218351508452197,0.18269814479915,0.19269814479915,0.23269814479915,0.28269814479915,1
20,"maize",0.15,3,1690,307,0.27,20,0.000162984477475354,2.83333186986093e-05,0.173840595972668,1.63582491776776e-05,-25.8433333333333,0.901628156910228,0.000218351508452197,0.142701026192546,0.152701026192546,0.192701026192546,0.242701026192546,1
20,"maize",0.15,4,1764,74,0.27,20,0.000198904216634908,3.9961469504552e-05,0.200908106326886,2.30717651756661e-05,-25.1433333333333,0.967384790728765,0.000218351508452197,0.201266317127249,0.211266317127249,0.251266317127249,0.301266317127249,1
20,"maize",0.15,5,1925,44,0.27,35,0.000303615914255807,3.04336406823813e-05,0.100237303953507,1.75708706403932e-05,-21.82,1.0394229168149,0.000218351508452197,0.153279317624172,0.163279317624172,0.203279317624172,0.253279317624172,1
20,"maize",0.15,6,3702,1695,0.27,5,2.39618081516332e-05,2.16496252100338e-06,0.0903505489779081,1.24994169428675e-06,-20.1566666666667,0.834286121982941,0.000218351508452197,0.0109038541055463,0.0209038541055463,0.0609038541055463,0.110903854105546,1
20,"maize",0.15,7,4232,389,0.27,20,0.000199530841541851,1.46597601970566e-05,0.0734711490402941,8.46381649602601e-06,-23.6566666666667,0.535941539100427,0.000218351508452197,0.0738340201551929,0.0838340201551929,0.123834020155193,0.173834020155193,1
20,"maize",0.15,8,4568,160,0.27,35,0.000531932516807822,2.10964528650544e-05,0.0396600173865215,1.21800427405854e-05,-23.9633333333333,0.412835721968599,0.000218351508452197,0.10625248333559,0.11625248333559,0.15625248333559,0.20625248333559,1
21,"maize",0.17,1,367,120,0.306,5,2.41486528609856e-05,1.8233462334605e-07,0.00755050910689219,1.05270943871431e-07,-20.12,0.795424415013771,0.000205205443902254,0.000918330045932453,0.0109183300459325,0.0509183300459325,0.100918330045932,1
21,"maize",0.17,2,607,240,0.306,5,1.51703429451149e-05,7.52410965247192e-07,0.0495974921575178,4.34404673326692e-07,-20.5166666666667,1.23249070314276,0.000205205443902254,0.0037895249053394,0.0137895249053394,0.0537895249053394,0.103789524905339,1
21,"maize",0.17,3,1423,72,0.306,20,0.000328708453109966,2.77684042707294e-05,0.08447730506474,1.6032095680672e-05,-23.8866666666667,1.64101594548418,0.000205205443902254,0.139855829361672,0.149855829361672,0.189855829361672,0.239855829361672,1
21,"maize",0.17,4,1729,306,0.306,20,0.000184905203395722,4.40087626635992e-05,0.238007161807202,2.54084709705314e-05,-25.23,1.35988970140964,0.000205205443902254,0.221650547200744,0.231650547200744,0.271650547200744,0.321650547200744,1
21,"maize",0.17,5,1804,75,0.306,20,0.000242034896883292,3.68814393310252e-05,0.152380668267061,2.12935089258683e-05,-24.9166666666667,1.3995118196476,0.000205205443902254,0.185753716180581,0.195753716180581,0.235753716180581,0.285753716180581,1
21,"maize",0.17,6,1965,44,0.306,35,0.000310186684828413,4.23127909601104e-05,0.136410726280906,2.44293012509841e-05,-21.5933333333333,1.61140725247634,0.000205205443902254,0.213108769759994,0.223108769759994,0.263108769759994,0.313108769759994,1
21,"maize",0.17,7,3741,1694,0.306,5,2.52898316939315e-05,4.68780141180383e-06,0.18536309250839,2.70650340701245e-06,-20.5866666666667,0.369097999633341,0.000205205443902254,0.0236101559145667,0.0336101559145667,0.0736101559145667,0.123610155914567,1
21,"maize",0.17,8,4271,389,0.306,20,0.000215741842772389,8.26722756008367e-05,0.383200006723114,4.7730860572662e-05,-23.57,2.06368602263038,0.000205205443902254,0.416379693865211,0.426379693865211,0.466379693865211,0.516379693865211,1
21,"maize",0.17,9,4607,159,0.306,35,0.000500663086630474,0.000119307329088105,0.238298632901136,6.88821185653125e-05,-22.61,1.99381543779759,0.000205205443902254,0.600892485425649,0.610892485425649,0.650892485425649,0.700892485425649,1
22,"maize",0.19,1,367,120,0.342,5,2.49119814976083e-05,4.99842367766294e-06,0.200643360229808,2.8858412558225e-06,-21.0533333333333,2.55033984663482,0.000245245975882264,0.0251746078789786,0.0351746078789786,0.0751746078789786,0.125174607878979,1
22,"maize",0.19,2,607,240,0.342,5,1.97907878812903e-05,3.90680055703941e-06,0.197405003806483,2.25559235327688e-06,-22.2866666666667,1.82505707673304,0.000245245975882264,0.0196766377616929,0.0296766377616929,0.0696766377616929,0.119676637761693,1
22,"maize",0.19,3,1423,72,0.342,20,0.000394129377774164,0.000109376629081657,0.27751453012551,6.31486262433484e-05,-23.86,1.9312431229651,0.000245245975882264,0.550876421412646,0.560876421412646,0.600876421412646,0.650876421412646,1
22,"maize",0.19,4,1728,305,0.342,20,0.000227147254298263,5.54324563437052e-05,0.244037536420835,3.20039435918804e-05,-25.38,1.33906683925785,0.000245245975882264,0.279186087897586,0.289186087897586,0.329186087897586,0.379186087897586,1
22,"maize",0.19,5,1800,72,0.342,20,0.000283117648026936,3.78581843235248e-05,0.133718913629584,2.18574329102175e-05,-25.7166666666667,1.23880318587471,0.000245245975882264,0.190673101524768,0.200673101524768,0.240673101524768,0.290673101524768,1
22,"maize",0.19,6,1965,44,0.342,35,0.00037042357276495,5.84719695550001e-05,0.157851642967936,3.37588073626269e-05,-22.1666666666667,1.60316353917289,0.000245245975882264,0.294494624782778,0.304494624782779,0.344494624782778,0.394494624782779,1
22,"maize",0.19,7,3740,1693,0.342,5,2.50084896176595e-05,3.37156385694584e-06,0.134816772563707,1.94657330039769e-06,-21.9833333333333,1.43855251323451,0.000245245975882264,0.0169809130860299,0.0269809130860299,0.0669809130860299,0.11698091308603,1
22,"maize",0.19,8,4271,388,0.342,20,0.000249582413855983,2.28335146260723e-05,0.0914868731065644,1.31829358159081e-05,-24.4233333333333,0.83512474118142,0.000245245975882264,0.115001211237671,0.125001211237671,0.165001211237671,0.215001211237671,1
22,"maize",0.19,9,4607,160,0.342,35,0.000613102257223523,8.81796720759472e-05,0.143825391338918,5.09105574101011e-05,-23.95,0.607700584169539,0.000245245975882264,0.444117748027078,0.454117748027078,0.494117748027078,0.544117748027078,1
23,"maize",0.21,1,367,120,0.378,5,2.49298830683411e-05,6.0535022743548e-06,0.242821125865699,3.49499116763875e-06,-22.2966666666667,0.276103845198386,0.000248947463479985,0.0304885211576624,0.0404885211576624,0.0804885211576624,0.130488521157662,1
23,"maize",0.21,2,607,240,0.378,5,2.39177013713734e-05,9.65033549984143e-07,0.0403480892666036,5.57162379860365e-07,-24.32,0.34117444218464,0.000248947463479985,0.0048604005537739,0.0148604005537739,0.0548604005537739,0.104860400553774,1
23,"maize",0.21,3,1423,72,0.378,20,0.000451784700114545,0.000121073059861279,0.267988402065368,6.99015637025208e-05,-25.1366666666667,0.791222682519488,0.000248947463479985,0.609785605077179,0.619785605077179,0.659785605077179,0.709785605077179,1
23,"maize",0.21,4,1728,305,0.378,20,0.00024571028086315,7.0014517764384e-05,0.284947449160172,4.0422900678449e-05,-25.3466666666667,0.877800281005499,0.000248947463479985,0.352628777434542,0.362628777434542,0.402628777434542,0.452628777434542,1
23,"maize",0.21,5,1800,72,0.378,20,0.000294762688054374,4.8942593331842e-05,0.16604066700197,2.82570194349774e-05,-24.92,0.977803661273571,0.000248947463479985,0.246499831780071,0.256499831780071,0.29649983178007,0.34649983178007,1
23,"maize",0.21,6,1965,44,0.378,35,0.000370182355049363,7.20928780839067e-05,0.194749633796817,4.16228425683984e-05,-22.1133333333333,1.22769431591636,0.000248947463479985,0.363096458737555,0.373096458737555,0.413096458737555,0.463096458737555,1
23,"maize",0.21,7,3735,1688,0.378,5,2.31712034558549e-05,5.52466291725686e-06,0.238427966323902,3.18966562246019e-06,NA,NA,0.000248947463479985,0.0278250167601847,0.0378250167601847,0.0778250167601847,0.127825016760185,1
23,"maize",0.21,8,4270,388,0.378,20,0.000220283857463806,6.51841956428758e-05,0.295909997188904,3.76341129013236e-05,-23.2033333333333,1.96097764733138,0.000248947463479985,0.328300814624679,0.338300814624679,0.378300814624679,0.428300814624679,1
23,"maize",0.21,9,4606,159,0.378,35,0.000585784501879057,0.000162945079957695,0.278165570162758,9.40763857767004e-05,-22.5333333333333,2.37133576984225,0.000248947463479985,0.820674428235295,0.830674428235295,0.870674428235295,0.920674428235295,1
24,"maize",0.25,1,271,72,0.45,5,5.22011217712617e-05,2.87774561627406e-05,0.551280416709042,1.66146720621509e-05,-23.64,2.3835267986746,0.000182393512739125,0.144937928709201,0.154937928709201,0.194937928709201,0.244937928709201,1
24,"maize",0.25,2,391,120,0.45,5,3.91975056995857e-05,6.65990909890201e-06,0.169906451444751,3.84510031102951e-06,-24.0166666666667,1.55911299569125,0.000182393512739125,0.0335426948347226,0.0435426948347226,0.0835426948347226,0.133542694834723,1
24,"maize",0.25,3,631,240,0.45,5,3.14285777875299e-05,4.97808087771802e-06,0.158393450425021,2.87409633479823e-06,-24.9266666666667,0.885117694622207,0.000182393512739125,0.0250721511756658,0.0350721511756658,0.0750721511756658,0.125072151175666,1
24,"maize",0.25,4,1039,408,0.45,5,2.19259666937666e-05,1.57889194192463e-05,0.720101404866908,9.11573687691518e-06,-24.6466666666667,1.92055547520329,0.000182393512739125,0.0795210412011658,0.0895210412011658,0.129521041201166,0.179521041201166,1
24,"maize",0.25,5,1447,72,0.45,20,0.000285234052249296,3.21494645694833e-05,0.112712575220102,1.85615020234935e-05,-24.32,1.37196938741358,0.000182393512739125,0.161921080774465,0.171921080774465,0.211921080774465,0.261921080774465,1
24,"maize",0.25,6,1752,305,0.45,20,0.000184406245752853,3.5655997645552e-05,0.19335569410886,2.05859998388841e-05,-24.0833333333333,1.99525269911691,0.000182393512739125,0.179581767602432,0.189581767602432,0.229581767602432,0.279581767602432,1
24,"maize",0.25,7,1801,49,0.45,20,0.00025899733189441,2.51935846291406e-05,0.0972735295953229,1.45455228674859e-05,-23.4966666666667,1.27115433104456,0.000182393512739125,0.126887726012258,0.136887726012258,0.176887726012258,0.226887726012258,1
24,"maize",0.25,8,1822,21,0.45,20,0.000265622515932655,3.03936547471894e-05,0.114424240883613,1.75477847499463e-05,-23.4766666666667,0.830321222981404,0.000182393512739125,0.15307792808538,0.16307792808538,0.20307792808538,0.25307792808538,1
24,"maize",0.25,9,1989,44,0.45,35,0.000278066133820768,2.68150250456374e-05,0.0964339838051672,1.54816619284253e-05,-21.0366666666667,0.355574652264939,0.000182393512739125,0.135054125924864,0.145054125924864,0.185054125924864,0.235054125924864,1
24,"maize",0.25,10,3175,1104,0.45,5,2.0184643972211e-05,1.32514478441513e-06,0.0656511349043118,7.65072697997303e-07,-21.9233333333333,0.817088326518824,0.000182393512739125,0.00667410417400277,0.0166741041740028,0.0566741041740028,0.106674104174003,1
24,"maize",0.25,11,4294,387,0.45,20,0.00017324669123655,1.43935033817597e-05,0.0830809712960513,8.31009305204076e-06,-22.5866666666667,0.847604467504349,0.000182393512739125,0.0724930151999388,0.0824930151999388,0.122493015199939,0.172493015199939,1
24,"maize",0.25,12,4630,158,0.45,35,0.000578211366058613,4.04742784610941e-05,0.0699991055813857,2.33678355647685e-05,-21.1166666666667,0.773713986776338,0.000182393512739125,0.203849084261509,0.213849084261509,0.253849084261509,0.303849084261509,1
